Timestamp,To what extent do you follow the news of the day in general?,What sources do you follow the news of the day?,Province of residence,Living Location,age,gender,Last education degree,How much did you follow the news ten years ago?,"Ten years ago, what sources did you follow the news of the day more?","Apart from news and news programs, what do you follow more in the media?"
04/28/2022 10:13:28,little,"Iran International, manoto, Instagram",Tehran,urban,40,female,bachelor's degree,some,"Internal newspapers, BBC, Voice of America, News websites","Documentary programs, cooking programs"
04/28/2022 10:14:15,very little,"Iran International, manoto, Instagram, Telegram",Esfahan,urban,30,male,high school diploma,very little,"Internal television, Internal Newspapers","Movie and Serial, Sports Programs, Comic Programs, Baby Programs"
04/28/2022 10:14:33,very much,"manoto, Voice of America, Instagram",Tehran,urban,50,male,master's degree,some,"Internal television, Internal Newspapers","Movie and Serial, Religious Programs, Other Programs"
04/28/2022 10:14:52,very much,"Iran International, manoto, Instagram",Esfahan,urban,30,male,high school diploma,very much,"BBC, Voice of America","Artistic programs, comic programs"
04/28/2022 10:15:26,much,"Iran International, manoto, Telegram",Tehran,urban,24,female,bachelor's degree,some,"BBC, Voice of America, Radio Farda","Movie and Serial, Comic Programs"
04/28/2022 10:15:56,very much,"manoto, News websites, Instagram, Twitter",Tehran,urban,32,female,pdh and above,not at all,,"Movie and Serial, Comic Programs"
04/28/2022 10:16:07,very much,"manoto, News websites, Instagram, Telegram, Twitter",Tehran,urban,36,female,master's degree,some,Other satellite channels,"Movies and TV series, art programs, documentary programs, cooking programs"
04/28/2022 10:19:46,very much,"Iran International, manoto, Instagram, Telegram, WhatsApp",Tehran,urban,18,female,high school diploma,very little,national television,"Movies and Serials, Educational or Teaching Programs, Art Programs, Comic Programs, Cooking Programs"
04/28/2022 10:22:11,very much,"Iran International, BBC, Instagram",East Azarbaijan,urban,22,female,high school diploma,some,national television,Art programs
04/28/2022 10:22:21,much,"manoto, Instagram, Telegram, WhatsApp",Mazandaran,urban,27,male,no high school diploma,some,"BBC, Voice of America, Radio Farda, Facebook, Instagram","Sports programs, art programs, comic programs, cooking programs, child programs, other programs"
04/28/2022 10:23:08,much,"Other satellite channels, Instagram, telegram, other",Western Azerbaijan,urban,38,female,associates degree,some,"Internal television, Internal Newspapers","Comic programs, cooking programs, other programs"
04/28/2022 10:23:20,a little,"manoto, Instagram",Esfahan,urban,26,female,bachelor's degree,very little,"BBC, Voice of America","Movie and Serial, Comic Programs"
04/28/2022 10:23:35,very much,"Iran International, BBC, manoto, Instagram, WhatsApp",Tehran,urban,27,female,bachelor's degree,a lot,"News websites, other satellite channels, Facebook, others",Other plans
04/28/2022 10:24:12,a little,"Iran International, manoto, Instagram, Telegram",Markazi,urban,28,male,associates degree,little,"Internal television, other satellite channels",None
04/28/2022 10:25:55,very much,"Iran International, manoto, Radio Farda, Voice of America, other satellite channels, news websites, telegrams, Twitter",Tehran,urban,39,female,master's degree,very much,"Voice of America, Radio Farda, News websites, other satellite channels, Twitter","Sports Programs, Training or Teaching Programs, Documentary Programs, Comic Programs, Cooking Programs, Lecture / Discussion / Dialogue"
04/28/2022 10:28:14,very much,"Iran International, BBC, manoto, Other Satellite Channels, Instagram, Telegram, WhatsApp",Gilan,urban,34,male,high school diploma,very little,national television,"Movie and Serial, Comic Programs"
04/28/2022 10:28:48,very much,"manoto, other satellite channels, Instagram, Telegram",Esfahan,urban,42,male,high school diploma,a lot,"Radio Farda, other satellite channels","Movie and TV series, documentary programs, child programs"
04/28/2022 10:29:15,very much,"Instagram, Telegram",Qazvin,urban,24,male,high school diploma,very little,BBC,"Movies and TV series, sports programs, art programs, comic programs"
04/28/2022 10:33:42,much,manoto,Tehran,urban,26,male,bachelor's degree,some,BBC,Movie and Serial
04/28/2022 10:37:31,a little,"Iran International, BBC, manoto, Voice of America, Instagram, Telegram",Golestan,urban,29,female,associates degree,little,"BBC, other satellite channels","Sports programs, comic programs, cooking programs"
04/28/2022 10:38:30,a little,"Iran International, manoto, Radio Farda, Instagram, Telegram, WhatsApp, Twitter",Tehran,urban,22,male,master's degree,very little,national television,"Movies and TV series, educational or lesson programs, documentary programs"
04/28/2022 10:38:59,much,"Iran International, manoto, Other Satellite Channels, Instagram, Telegram, WhatsApp",Tehran,urban,37,female,master's degree,some,"IRIB, domestic newspapers, other satellite channels","Movie and TV series, cooking programs"
04/28/2022 10:42:01,very much,"Iran International, Manoto",Alborz,urban,43,female,bachelor's degree,little,"Internal television, Internal Newspapers","Movies and Serials, Sports Programs, Educational Programs, Art Programs, Documentary Programs, Religious Programs, Comic Programs, Cooking Programs"
04/28/2022 10:44:16,much,"Iran International, BBC, manoto, Voice of America",Mazandaran,urban,34,female,associates degree,little,national television,"Movies and TV series, sports programs, art programs, documentary programs, comic programs, cooking programs, lectures / discussions / conversation, other programs"
04/28/2022 10:48:28,much,"Iran International, manoto, Radio Farda, Instagram, Telegram",Tehran,urban,54,female,high school diploma,a lot,"BBC, Voice of America, Radio Farda","Movie and Serial, Documentary Programs"
04/28/2022 10:53:20,very little,"manoto, the telegram",Kermanshah,urban,32,female,bachelor's degree,very little,"Voice of America, News websites, Instagram","Movies and Serials, Sports Programs, Educational Programs, Comic Programs, Cooking Programs"
04/28/2022 10:53:44,very much,"manoto, other satellite channels, Instagram",Western Azerbaijan,urban,41,male,no high school diploma,a lot,national television,"Movie and TV series, art programs, documentary programs"
04/28/2022 10:56:59,a little,"Iran International, Instagram",Esfahan,rural,37,male,high school diploma,very much,"BBC, Voice of America, Facebook",None
04/28/2022 10:57:25,much,"national television, News websites, Instagram, Telegram, WhatsApp, Other",Tehran,urban,36,male,pdh and above,a lot,"Internal television, Internal Newspapers, BBC, Voice of America, News websites","Movie and Serial, Sports Programs, Speech / Discussion / Dialogue"
04/28/2022 11:03:58,much,"manoto, Radio Farda, Voice of America, Instagram",Tehran,rural,30,female,bachelor's degree,very little,national television,Sports programs
04/28/2022 11:05:21,much,"Iran International, manoto, Voice of America, Other Satellite Channels, Instagram, Telegram",Tehran,urban,35,female,associates degree,some,"Voice of America, other satellite channels","Movies and Serials, Sports Programs, Educational Programs, Art Programs, Comic Programs, Cooking Programs"
04/28/2022 11:05:59,very much,"Iran International, manoto, Instagram",Tehran,urban,55,female,bachelor's degree,very much,Instagram,"Movie and TV series, sports programs, cooking programs"
04/28/2022 11:06:04,very little,"Instagram, WhatsApp",Tehran,urban,43,male,bachelor's degree,very much,"BBC, Voice of America, News websites","Educational or Teaching Programs, Documentary Programs"
04/28/2022 11:07:09,very much,"Iran International, manoto, Instagram, Telegram",Lorestan,rural,35,male,bachelor's degree,some,"Other satellite channels, Facebook",Sports programs
04/28/2022 11:08:45,a little,"Iran International, Instagram",Mazandaran,urban,26,male,high school diploma,some,Voice of America,Sports programs
04/28/2022 11:12:55,much,"national television, Iran International, manoto, Instagram",Tehran,urban,41,female,associates degree,some,"Internal newspapers, Voice of America, other satellite channels","Movie and Serials, Educational or Teaching Programs, Comic Programs"
04/28/2022 11:16:17,very much,"Iran International, BBC, manoto, Instagram, Twitter",Tehran,urban,28,female,bachelor's degree,not at all,,"Movie and TV series, art programs, documentary programs"
04/28/2022 11:17:18,a little,"national televisioning, Iran International, BBC, manoto, Instagram, Telegram",Zanjan,rural,27,male,bachelor's degree,a lot,"Internal television, News websites","Movies and Serials, Sports Programs, Educational Programs, Comic Programs"
04/28/2022 11:20:15,much,Instagram,Semnan,rural,43,male,no high school diploma,some,Other,Other plans
04/28/2022 11:20:43,much,"Iran International, manoto, Instagram",Esfahan,urban,38,female,high school diploma,some,"BBC, Voice of America, Facebook","Movie and Serial, Documentary Programs"
04/28/2022 11:32:05,much,"manoto, Instagram",Tehran,urban,40,female,master's degree,a lot,"BBC, Voice of America, Radio Farda, other satellite channels",Art programs
04/28/2022 11:35:02,much,"Iran International, manoto, Voice of America",Tehran,urban,38,male,bachelor's degree,some,Voice of America,Art programs
04/28/2022 11:35:17,very much,Instagram,East Azarbaijan,urban,39,female,high school diploma,some,national television,Movie and Serial
04/28/2022 11:40:50,very much,"manoto, Instagram, Telegram",Tehran,urban,35,female,bachelor's degree,a lot,national television,"Movie and Serial, Sports Programs, Comic Programs, Baby Programs"
04/28/2022 11:43:16,not at all,,Gilan,urban,23,male,associates degree,not at all,,None
04/28/2022 11:46:13,much,"Iran International, manoto, Instagram",Tehran,urban,39,male,bachelor's degree,some,"BBC, Voice of America, Facebook","Art programs, documentary programs, comic programs, cooking programs"
04/28/2022 11:48:31,much,"Iran International, manoto, Instagram",Tehran,urban,39,male,high school diploma,some,"BBC, Voice of America","Educational or lesson programs, art programs, documentary programs, cooking programs, child programs"
04/28/2022 11:51:15,much,"Iran International, manoto, Other Satellite Channels, Instagram, Telegram, Twitter, Facebook",Mazandaran,urban,24,female,bachelor's degree,little,"BBC, Voice of America, Radio Farda, other satellite channels","Movies and Serials, Educational or Teaching Programs, Art Programs, Documentary Programs, Comic Programs, Cooking Programs, Other Programs"
04/28/2022 11:59:49,a little,"Iran International, BBC, manoto, Instagram, Telegram",Khuzestan,urban,24,male,high school diploma,some,"Internal newspapers, BBC, news websites, other satellite channels","Movie and TV series, sports programs, comic programs"
04/28/2022 12:03:25,very much,manoto,Tehran,urban,49,male,high school diploma,some,Radio Farda,Movie and Serial
04/28/2022 12:05:59,very much,"manoto, radiofarda",Tehran,urban,49,male,high school diploma,some,Radio Farda,Movie and Serial
04/28/2022 12:30:20,a little,"Iran International, BBC, other satellite channels, Instagram, WhatsApp",Golestan,urban,30,male,associates degree,little,national television,"Movie and TV series, sports programs"
04/28/2022 12:32:27,very much,Instagram,Mazandaran,rural,33,male,high school diploma,not at all,,Movie and Serial
04/28/2022 12:33:26,very much,"Iran International, BBC, manoto, News websites, Instagram",Esfahan,urban,23,male,bachelor's degree,little,national television,"Movie and TV series, sports programs"
04/28/2022 12:35:57,much,"Iran International, manoto, Instagram, WhatsApp",Kerman,urban,34,male,high school diploma,some,"Voice of America, other satellite channels",Comic programs
04/28/2022 12:54:39,little,"Iran International, manoto, Instagram",Khorasan Razavi,urban,46,female,associates degree,some,national television,Movie and Serial
04/28/2022 13:03:46,much,national television,Tehran,urban,29,male,bachelor's degree,some,national television,"Sports programs, documentary programs, comic programs"
04/28/2022 13:08:15,a little,Telegram,Alborz,urban,40,male,high school diploma,a lot,BBC,None
04/28/2022 13:08:52,very much,"Iran International, BBC, Manoto",Gilan,urban,35,male,master's degree,a lot,"BBC, Voice of America",Speech / Discussion / Dialogue
04/28/2022 13:13:00,a little,Iran International,Tehran,urban,50,male,bachelor's degree,very much,"BBC, Voice of America",None
04/28/2022 13:14:14,a little,"manoto, Instagram, Telegram",Tehran,urban,39,female,high school diploma,very much,national television,"Comic programs, cooking programs"
04/28/2022 13:35:04,very much,"Iran International, BBC, manoto, Instagram",Qom,urban,22,male,bachelor's degree,a lot,"BBC, Voice of America","Sports programs, documentary programs, comic programs, cooking programs"
